article_id,event_id,state_code,title,source_name,source_url,published_date,fetched_via,is_primary
ART-00156,EVT-0059,IN-TN,AI pilot for urban expands across Tamil Nadu districts,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0059-1,2025-04-12,google_news_rss,true
ART-00157,EVT-0059,IN-TN,Explained: AI pilot for urban expands across Tamil Nadu districts,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0059-2,2025-04-12,google_news_rss,false
ART-00158,EVT-0059,IN-TN,AI pilot for urban expands across Tamil Nadu districts,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0059-3,2025-04-14,google_news_rss,false
ART-00159,EVT-0060,IN-TN,Tamil Nadu police issue advisory on deepfakes,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0060-1,2026-04-11,gnews,true
ART-00160,EVT-0060,IN-TN,Tamil Nadu police issue advisory on deepfakes,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0060-2,2026-04-11,google_news_rss,false
ART-00161,EVT-0060,IN-TN,Tamil Nadu police issue advisory on deepfakes - report,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0060-3,2026-04-11,gnews,false
ART-00162,EVT-0061,IN-GJ,Gujarat rolls out AI tool in agriculture department,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0061-1,2025-01-03,gnews,true
ART-00164,EVT-0061,IN-GJ,Gujarat rolls out AI tool in agriculture department - report,Mock Herald,https://example.com/mock/mock-herald/evt-0061-3,2025-01-03,google_news_rss,false
ART-00163,EVT-0061,IN-GJ,Gujarat rolls out AI tool in agriculture department - report,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0061-2,2025-01-04,google_news_rss,false
ART-00165,EVT-0061,IN-GJ,Gujarat rolls out AI tool in agriculture department - report,Mock Daily,https://example.com/mock/mock-daily/evt-0061-4,2025-01-04,gnews,false
ART-00166,EVT-0061,IN-GJ,Gujarat rolls out AI tool in agriculture department,Mock Times,https://example.com/mock/mock-times/evt-0061-5,2025-01-04,google_news_rss,false
ART-00167,EVT-0061,IN-GJ,Gujarat rolls out AI tool in agriculture department,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0061-6,2025-01-04,google_news_rss,false
ART-00168,EVT-0061,IN-GJ,Gujarat rolls out AI tool in agriculture department,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0061-7,2025-01-05,google_news_rss,false
ART-00169,EVT-0061,IN-GJ,Gujarat rolls out artificial intelligence tool in agriculture department,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0061-8,2025-01-05,google_news_rss,false
ART-00170,EVT-0061,IN-GJ,Gujarat rolls out AI tool in agriculture department,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0061-9,2025-01-07,gdelt,false
ART-00171,EVT-0062,IN-GJ,Gujarat police issue advisory on deepfakes,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0062-1,2026-05-06,google_news_rss,true
ART-00172,EVT-0062,IN-GJ,Gujarat police issue advisory on deepfakes,Mock Herald,https://example.com/mock/mock-herald/evt-0062-2,2026-05-08,google_news_rss,false
ART-00173,EVT-0063,IN-MH,Maharashtra launches state AI Mission with focus on public services,Mock Herald,https://example.com/mock/mock-herald/evt-0063-1,2025-11-29,gnews,true
ART-00174,EVT-0063,IN-MH,Maharashtra launches state AI Mission with focus on public services,Mock Daily,https://example.com/mock/mock-daily/evt-0063-2,2025-12-01,google_news_rss,false
ART-00175,EVT-0064,IN-TN,AI Centre of Excellence inaugurated in Chennai,Mock Daily,https://example.com/mock/mock-daily/evt-0064-1,2025-04-08,google_news_rss,true
ART-00176,EVT-0064,IN-TN,AI Centre of Excellence inaugurated in Chennai,Mock Times,https://example.com/mock/mock-times/evt-0064-2,2025-04-08,google_news_rss,false
ART-00177,EVT-0064,IN-TN,AI Centre of Excellence inaugurated in Chennai,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0064-3,2025-04-08,google_news_rss,false
ART-00178,EVT-0065,IN-GJ,AI pilot for revenue expands across Gujarat districts,Mock Times,https://example.com/mock/mock-times/evt-0065-1,2026-03-10,google_news_rss,true
ART-00180,EVT-0065,IN-GJ,AI pilot for revenue expands across Gujarat districts - report,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0065-3,2026-03-10,google_news_rss,false
ART-00179,EVT-0065,IN-GJ,Explained: AI pilot for revenue expands across Gujarat districts,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0065-2,2026-03-14,google_news_rss,false
ART-00181,EVT-0066,IN-TG,Telangana rolls out AI tool in policing department,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0066-1,2026-07-29,gnews,true
ART-00183,EVT-0066,IN-TG,Telangana rolls out AI tool in policing department,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0066-3,2026-07-30,google_news_rss,false
ART-00184,EVT-0066,IN-TG,Explained: Telangana rolls out AI tool in policing department,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0066-4,2026-07-30,google_news_rss,false
ART-00182,EVT-0066,IN-TG,Telangana rolls out AI tool in policing department,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0066-2,2026-08-02,gnews,false
ART-00185,EVT-0067,IN-DL,AI pilot for health expands across Delhi districts,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0067-1,2026-06-28,google_news_rss,true
ART-00186,EVT-0067,IN-DL,Explained: AI pilot for health expands across Delhi districts,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0067-2,2026-06-29,google_news_rss,false
ART-00187,EVT-0068,IN-KA,Karnataka rolls out AI tool in revenue department,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0068-1,2026-05-13,gnews,true
ART-00188,EVT-0069,IN-TN,AI Centre of Excellence inaugurated in Chennai,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0069-1,2025-08-14,google_news_rss,true
ART-00189,EVT-0070,IN-GJ,Gujarat signs MoU with an IIT for AI skilling,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0070-1,2026-01-25,google_news_rss,true
ART-00190,EVT-0070,IN-GJ,Gujarat signs MoU with an IIT for artificial intelligence skilling,Mock Herald,https://example.com/mock/mock-herald/evt-0070-2,2026-01-25,google_news_rss,false
ART-00191,EVT-0071,IN-DL,Delhi announces Rs 500 crore AI fund for startups,Mock Herald,https://example.com/mock/mock-herald/evt-0071-1,2025-10-24,google_news_rss,true
ART-00193,EVT-0071,IN-DL,Delhi announces Rs 500 crore artificial intelligence fund for startups,Mock Times,https://example.com/mock/mock-times/evt-0071-3,2025-10-24,google_news_rss,false
ART-00194,EVT-0071,IN-DL,Delhi announces Rs 500 crore artificial intelligence fund for startups,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0071-4,2025-10-24,gnews,false
ART-00196,EVT-0071,IN-DL,Explained: Delhi announces Rs 500 crore AI fund for startups,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0071-6,2025-10-25,google_news_rss,false
ART-00197,EVT-0071,IN-DL,Delhi announces Rs 500 crore AI fund for startups - report,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0071-7,2025-10-25,google_news_rss,false
ART-00195,EVT-0071,IN-DL,Delhi announces Rs 500 crore AI fund for startups,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0071-5,2025-10-26,gdelt,false
ART-00192,EVT-0071,IN-DL,Delhi announces Rs 500 crore artificial intelligence fund for startups,Mock Daily,https://example.com/mock/mock-daily/evt-0071-2,2025-10-28,google_news_rss,false
ART-00198,EVT-0071,IN-DL,Delhi announces Rs 500 crore AI fund for startups,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0071-8,2025-10-28,gnews,false
ART-00199,EVT-0071,IN-DL,Delhi announces Rs 500 crore AI fund for startups - report,Mock Herald,https://example.com/mock/mock-herald/evt-0071-9,2025-10-28,google_news_rss,false
ART-00200,EVT-0072,IN-KA,Karnataka sets up AI task force under IT department,Mock Daily,https://example.com/mock/mock-daily/evt-0072-1,2025-03-19,gnews,true
ART-00201,EVT-0072,IN-KA,Karnataka sets up artificial intelligence task force under IT department,Mock Times,https://example.com/mock/mock-times/evt-0072-2,2025-03-23,gnews,false
ART-00202,EVT-0073,IN-TN,Tamil Nadu partners a state university to build AI compute facility,Mock Times,https://example.com/mock/mock-times/evt-0073-1,2025-12-27,google_news_rss,true
ART-00203,EVT-0073,IN-TN,Explained: Tamil Nadu partners a state university to build AI compute facility,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0073-2,2025-12-27,google_news_rss,false
ART-00204,EVT-0074,IN-MH,Maharashtra partners a big-tech firm to build AI compute facility,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0074-1,2025-02-12,gdelt,true
ART-00205,EVT-0074,IN-MH,Maharashtra partners a big-tech firm to build AI compute facility - report,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0074-2,2025-02-16,google_news_rss,false
ART-00206,EVT-0075,IN-CENTRAL,Centre cabinet approves draft AI and data strategy,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0075-1,2025-09-11,gnews,true
ART-00207,EVT-0075,IN-CENTRAL,Explained: Centre cabinet approves draft AI and data strategy,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0075-2,2025-09-11,google_news_rss,false
ART-00208,EVT-0076,IN-GJ,Gujarat rolls out AI tool in revenue department,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0076-1,2025-04-07,gnews,true
ART-00209,EVT-0077,IN-KA,AI pilot for policing expands across Karnataka districts,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0077-1,2026-02-06,gdelt,true
ART-00210,EVT-0077,IN-KA,AI pilot for policing expands across Karnataka districts - report,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0077-2,2026-02-07,gnews,false
ART-00211,EVT-0078,IN-TN,Tamil Nadu launches state AI Mission with focus on public services,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0078-1,2025-07-16,google_news_rss,true
ART-00212,EVT-0079,IN-GJ,Gujarat budget earmarks Rs 250 crore for AI,Mock Herald,https://example.com/mock/mock-herald/evt-0079-1,2026-01-21,gnews,true
ART-00213,EVT-0079,IN-GJ,Gujarat budget earmarks Rs 250 crore for AI,Mock Daily,https://example.com/mock/mock-daily/evt-0079-2,2026-01-21,google_news_rss,false
ART-00214,EVT-0079,IN-GJ,Explained: Gujarat budget earmarks Rs 250 crore for AI,Mock Times,https://example.com/mock/mock-times/evt-0079-3,2026-01-23,google_news_rss,false
ART-00215,EVT-0079,IN-GJ,Explained: Gujarat budget earmarks Rs 250 crore for AI,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0079-4,2026-01-23,gdelt,false
ART-00216,EVT-0080,IN-TG,Telangana police issue advisory on deepfakes,Mock Daily,https://example.com/mock/mock-daily/evt-0080-1,2026-08-08,google_news_rss,true
ART-00217,EVT-0080,IN-TG,Telangana police issue advisory on deepfakes,Mock Times,https://example.com/mock/mock-times/evt-0080-2,2026-08-10,google_news_rss,false
